河源有线,#genre#
CCTV5,http://zqh2333.top:2222/rtp/239.93.24.36:8004
CCTV6,http://zqh2333.top:2222/rtp/239.93.24.13:2226
CCTV7,http://zqh2333.top:2222/rtp/239.93.24.61:5140
CCTV8,http://zqh2333.top:2222/rtp/239.93.55.39:5140
CCTV9,http://zqh2333.top:2222/rtp/239.93.25.24:5140
CCTV10,http://zqh2333.top:2222/rtp/239.93.25.28:5140
CCTV11,http://zqh2333.top:2222/rtp/239.93.24.102:5140
CCTV12,http://zqh2333.top:2222/rtp/239.93.25.30:8124
CCTV13,http://zqh2333.top:2222/rtp/239.93.24.66:5140
CCTV15,http://zqh2333.top:2222/rtp/239.93.24.103:5140
CCTV16,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV17,http://zqh2333.top:2222/rtp/239.93.24.92:5140
CETV1,http://zqh2333.top:2222/rtp/239.93.25.111:5140
CETV2,http://zqh2333.top:2222/rtp/239.93.24.113:5140
CETV4,http://zqh2333.top:2222/rtp/239.93.24.50:5140
凤凰中文,http://zqh2333.top:2222/rtp/239.93.24.9:2192
凤凰资讯,http://zqh2333.top:2222/rtp/239.93.24.4:2191
四川卫视,http://zqh2333.top:2222/rtp/239.93.24.20:1235
湖南卫视,http://zqh2333.top:2222/rtp/239.93.24.88:5140
江苏卫视,http://zqh2333.top:2222/rtp/239.93.24.89:5140
浙江卫视,http://zqh2333.top:2222/rtp/239.93.24.124:5140
东方卫视,http://zqh2333.top:2222/rtp/239.93.24.123:5140
北京卫视,http://zqh2333.top:2222/rtp/239.93.24.180:5140
天津卫视,http://zqh2333.top:2222/rtp/239.93.24.167:5140
山东卫视,http://zqh2333.top:2222/rtp/239.93.24.168:5140
康巴卫视,http://zqh2333.top:2222/rtp/239.93.24.41:5140
江西卫视,http://zqh2333.top:2222/rtp/239.93.24.134:5140
东南卫视,http://zqh2333.top:2222/rtp/239.93.24.42:5140
黑龙江卫视,http://zqh2333.top:2222/rtp/239.93.24.183:5140
重庆卫视,http://zqh2333.top:2222/rtp/239.93.25.107:5140
贵州卫视,http://zqh2333.top:2222/rtp/239.93.24.131:5140
湖北卫视,http://zqh2333.top:2222/rtp/239.93.24.250:5140
安徽卫视,http://zqh2333.top:2222/rtp/239.93.25.106:5140
河北卫视,http://zqh2333.top:2222/rtp/239.93.24.132:5140
辽宁卫视,http://zqh2333.top:2222/rtp/239.93.25.108:5140
河南卫视,http://zqh2333.top:2222/rtp/239.93.55.45:5140
广西卫视,http://zqh2333.top:2222/rtp/239.93.55.46:5140
云南卫视,http://zqh2333.top:2222/rtp/239.93.24.174:5140
吉宁卫视,http://zqh2333.top:2222/rtp/239.93.24.248:5140
陕西卫视,http://zqh2333.top:2222/rtp/239.93.24.176:5140
山西卫视,http://zqh2333.top:2222/rtp/239.93.24.6:5140
内蒙古卫视,http://zqh2333.top:2222/rtp/239.93.24.8:5140
青海卫视,http://zqh2333.top:2222/rtp/239.93.24.192:5140
宁夏卫视,http://zqh2333.top:2222/rtp/239.93.24.247:5140
西藏卫视,http://zqh2333.top:2222/rtp/239.93.24.175:5140
新疆卫视,http://zqh2333.top:2222/rtp/239.93.24.194:5140
甘肃卫视,http://zqh2333.top:2222/rtp/239.93.24.81:5140
海南卫视,http://zqh2333.top:2222/rtp/239.93.24.80:5140
农林卫视,http://zqh2333.top:2222/rtp/239.93.24.100:5140
兵团卫视,http://zqh2333.top:2222/rtp/239.93.55.43:5140
厦门卫视,http://zqh2333.top:2222/rtp/239.93.55.57:5140
三沙卫视,http://zqh2333.top:2222/rtp/239.93.55.58:5140
山东教育卫视,http://zqh2333.top:2222/rtp/239.93.25.196:5140
四川经济,http://zqh2333.top:2222/rtp/239.93.25.101:5140
四川文化旅游,http://zqh2333.top:2222/rtp/239.93.25.102:5140
四川新闻,http://zqh2333.top:2222/rtp/239.93.24.47:5140
四川影视文艺,http://zqh2333.top:2222/rtp/239.93.24.166:5140
SCTV7,http://zqh2333.top:2222/rtp/239.93.24.219:5140
四川科教,http://zqh2333.top:2222/rtp/239.93.55.44:5140
四川乡村,http://zqh2333.top:2222/rtp/239.93.24.52:5140
峨眉电影,http://zqh2333.top:2222/rtp/239.93.24.252:5140
雅安新闻综合,http://zqh2333.top:2222/rtp/239.93.25.253:6666
雅安公共频道,http://zqh2333.top:2222/rtp/239.93.25.246:6667
上海纪实,http://zqh2333.top:2222/rtp/239.93.24.137:5140
金鹰纪实,http://zqh2333.top:2222/rtp/239.93.24.124:5140
哈哈炫动,http://zqh2333.top:2222/rtp/239.93.24.173:5140
嘉佳卡通,http://zqh2333.top:2222/rtp/239.93.24.246:5140
卡酷动画,http://zqh2333.top:2222/rtp/239.93.24.208:5140
金鹰卡通,http://zqh2333.top:2222/rtp/239.93.24.108:5140
优漫卡通,http://zqh2333.top:2222/rtp/239.93.24.251:5140
生活时尚,http://zqh2333.top:2222/rtp/239.93.24.106:5140
游戏风云,http://zqh2333.top:2222/rtp/239.93.24.136:5140
纪实人文,http://zqh2333.top:2222/rtp/239.93.24.154:5140
东方财经,http://zqh2333.top:2222/rtp/239.93.25.165:5140
4K超影迷电影,http://zqh2333.top:2222/rtp/239.93.25.156:5140
4K乐享,http://zqh2333.top:2222/rtp/239.93.24.43:5140
求索记录,http://zqh2333.top:2222/rtp/239.93.55.24:5140
绚影4K,http://zqh2333.top:2222/rtp/239.93.55.33:5140
快乐垂钓,http://zqh2333.top:2222/rtp/239.93.25.151:5140
熊猫新闻,http://zqh2333.top:2222/rtp/239.93.25.112:5140
熊猫娱乐,http://zqh2333.top:2222/rtp/239.93.24.124:5140
经典电影,http://zqh2333.top:2222/rtp/239.93.24.57:9024
华语影院,http://zqh2333.top:2222/rtp/239.93.24.138:5140
星光院线,http://zqh2333.top:2222/rtp/239.93.24.139:5140
全球大片,http://zqh2333.top:2222/rtp/239.93.24.124:5140
热门剧场,http://zqh2333.top:2222/rtp/239.93.24.140:5140
港剧风云,http://zqh2333.top:2222/rtp/239.93.24.143:5140
谍战剧场,http://zqh2333.top:2222/rtp/239.93.24.95:5140
宝宝动画,http://zqh2333.top:2222/rtp/239.93.24.147:5140
少儿动画,http://zqh2333.top:2222/rtp/239.93.24.193:9000
青春动漫,http://zqh2333.top:2222/rtp/239.93.24.146:5140
军事,http://zqh2333.top:2222/rtp/239.93.24.204:9076
解密,http://zqh2333.top:2222/rtp/239.93.24.199:9048
地理,http://zqh2333.top:2222/rtp/239.93.24.200:9052

国内官网代理,#genre#
广东卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/43
广东珠江,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/44
广东新闻,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/45
广东民生,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/48
广东体育,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/47
大湾区卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/51
大湾区卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/46
广东经济科教,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/49
广东影视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/53
广东4K,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/16
广东少儿,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/54
嘉佳卡通,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/66
南方购物,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/42
岭南戏曲,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/15
现代教育,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/13
广东移动,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/74
荔枝台,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/100
纪录片,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/94
GRTN健康频道,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/99
GRTN文化频道,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/75
GRTN生活频道,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/102
GRTN教育频道,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://m.gdtv.cn/tvChannelDetail/104
深圳电视剧,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7880
深圳都市,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7868
深圳卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7867
深圳财经生活,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7871
深圳少儿,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7881
深圳国际,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7944
深圳卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7867
深圳都市,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7868
深圳电视剧,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7880
深圳财经,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7871
深圳少儿,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7881
深圳移动,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7869
深圳宜和购物,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7878
深圳国际,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sztv.com.cn/pindao/index.html?id=7944
广州新闻,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://app.gztv.com/plusshare/%23/tvDetail?code=3002
广州影视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://app.gztv.com/plusshare/%23/tvDetail?code=3006
广州法治,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://app.gztv.com/plusshare/%23/tvDetail?code=3004
广州南国都市,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://app.gztv.com/plusshare/%23/tvDetail?code=3003
佛山顺德,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://p.123tv.cn/p/gdfs.php?id=fssd
佛山公共,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://p.123tv.cn/p/gdfs.php?id=fsgg
佛山影视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://p.123tv.cn/p/gdfs.php?id=fsys
佛山公共,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://p.123tv.cn/p/gdfs.php?id=fsgm
佛山公共,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://p.123tv.cn/p/gdfs.php?id=fsss
佛山综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://p.123tv.cn/p/gdfs.php?id=fszh
佛山南海,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://p.123tv.cn/p/gdfs.php?id=fsnh
江门综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://www.jmtv.cn/live/jm_live_h5.shtml?pid=2
江门侨乡生活,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=http://www.jmtv.cn/live/jm_live_h5.shtml?pid=1
东莞新闻综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://dgrtv.sun0769.com/index.php/online2/4
东莞生活资讯,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://dgrtv.sun0769.com/index.php/online2/5
河源综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.hyrtv.cn/itv/zhds/
河源公共,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.hyrtv.cn/itv/ggds/
清远新闻综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://h5.qyrb.cn/h5/nfzmy-television-and-radio/%23/?channelId=1
清远文旅生活,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://h5.qyrb.cn/h5/nfzmy-television-and-radio/%23/?channelId=3
韶关,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.sgmsw.cn/v/tv?spm=0.0.0.0.nRYAvk%26id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E
肇庆综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/%23/?channelId=33
肇庆生活,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/%23/?channelId=34
云浮综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://static.yft.ndoe.cn/hd/ysx/%23/?channelType=0%26channelId=8
云浮文旅,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://static.yft.ndoe.cn/hd/ysx/%23/?channelType=0%26channelId=9
信宜市综合频道,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://web.guangdianyun.tv/tv/?id=643%26uin=1629
开平综合,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://web.guangdianyun.tv/tv/?id=1434%26uin=1132
开平生活,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://web.guangdianyun.tv/tv/?id=1435%26uin=1132

CCTV1,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001859
CCTV2,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001800
CCTV4,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001814
CCTV5,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001818
CCTV5+,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001817
CCTV6,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600108442
CCTV7,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600004092
CCTV8,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001803
CCTV9,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600004078
CCTV10,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001805
CCTV11,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001806
CCTV12,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001807
CCTV13,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001811
CCTV14,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001809
CCTV15,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001815
CCTV16,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600098637
CCTV17,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600001810
CCTV1,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv1/
CCTV2,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv2/
CCTV3,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv3/
CCTV4,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv4/
CCTV5,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv5/
CCTV5+,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv5plus/
CCTV6,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv6/$cctv
CCTV7,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv7/
CCTV8,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv8/
CCTV9,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctvjilu/
CCTV10,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv10/
CCTV11,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv11/
CCTV12,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv12/
CCTV13,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv13/
CCTV14,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctvchild/
CCTV15,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv15/
CCTV16,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv16/
CCTV17,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv17/
CCTV4K,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002264
CCTV8K,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600156816
CCTV4(欧),https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctveurope/
CCTV4(美),https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctvamerica/
CGTN英语,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600014550
CGTN记录,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600084781
CGTN俄语,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600084758
CGTN法语,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600084704
CGTN西语,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600084744
CGTN阿语,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600084782
CCTV风云剧场,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600099658
CCTV第一剧场,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600099655
CCTV怀旧剧场,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600099620
测试,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002484

北京卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002309
江苏卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002521
东方卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002483
浙江卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002520
湖南卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002475
湖北卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002508
广东卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002485
广西卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002509
黑龙江卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002498
海南卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002506
重庆卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002531
深圳卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002481
四川卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002516
河南卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002525
福建东南卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002484
贵州卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002490
江西卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002503
辽宁卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002505
安徽卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002532
河北卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002493
山东卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600002513
天津卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600152137
吉林卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190405
陕西卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190400
甘肃卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190408
宁夏卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190737
内蒙古卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190401
云南卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190402
山西卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190407
青海卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190406
西藏卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190403
甘肃卫视,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://yangshipin.cn/tv/home?pid=600190408

CCTV1,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv1/
CCTV2,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv2/
CCTV3,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv3/
CCTV4,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv4/
CCTV5,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv5/
CCTV5,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv5plus/
CCTV6,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv6/
CCTV7,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv7/
CCTV8,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv8/
CCTV9,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctvjilu/
CCTV10,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv10/
CCTV11,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv11/
CCTV12,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv12/
CCTV13,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv13/
CCTV14,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctvchild/
CCTV15,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv15/
CCTV16,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv16/
CCTV17,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctv17/
CCTV4欧洲,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctveurope/index.shtml
CCTV4美洲,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://tv.cctv.com/live/cctvamerica/

CCTV1,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=1
CCTV3,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=2
CCTV5,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=3
CCTV6,https://d.kstore.dev/k-web/ku9/js/download/4878/webview.js?id=https://www.hndyjyfw.gov.cn/livePlay.html?u=4
